Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status
Belum Menikah,1st phase - general contingent,1,Journalism and Communication,Daytime,Secondary education,120,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Belum/Tidak Bekerja,Belum/Tidak Bekerja,118,Tidak,Tidak,Iya,Tidak,Laki-laki,Iya,18,Tidak,0,6,11,5,12,0,0,6,15,3,12,0,13,0,0,Dropout
Belum Menikah,Technological specialization diploma holders,1,Agronomy,Daytime,Technological specialization course,140,Portuguese,Higher Education - Bachelor's Degree,Secondary Education - 12th Year of Schooling or Eq.,Manajemen/Administrasi,Petani/Perikanan/Kehutanan,140,Tidak,Tidak,Tidak,Iya,Laki-laki,Tidak,21,Tidak,0,6,12,5,12,0,0,6,11,5,11,0,13,0,0,Graduate
Belum Menikah,1st phase - general contingent,1,Tourism,Daytime,Secondary education,132,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Petani/Perikanan/Kehutanan,Petani/Perikanan/Kehutanan,124,Iya,Tidak,Tidak,Iya,Laki-laki,Tidak,21,Tidak,0,6,9,6,12,0,0,6,8,5,11,0,13,0,0,Graduate
Sudah Menikah,Over 23 years old,2,Management,Daytime,Secondary education,130,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Manajemen/Administrasi,Konstruksi/Transportasi,140,Tidak,Tidak,Tidak,Iya,Laki-laki,Tidak,34,Tidak,0,5,10,3,11,1,0,5,7,4,12,0,9,0,-3,Graduate
Berpisah,Over 23 years old,1,Equinculture,Daytime,Secondary education,140,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Petani/Perikanan/Kehutanan,Konstruksi/Transportasi,150,Iya,Tidak,Tidak,Iya,Laki-laki,Tidak,34,Tidak,0,6,9,0,0,0,0,6,6,0,0,0,16,0,0,Dropout
Belum Menikah,2nd phase - general contingent,2,Advertising and Marketing Management,Daytime,Secondary education,110,Portuguese,Higher Education - Degree,Higher Education - Degree,Manajemen/Administrasi,Tentara,115,Iya,Tidak,Tidak,Iya,Laki-laki,Tidak,21,Tidak,0,6,10,6,11,0,0,6,8,5,12,0,11,0,2,Graduate
Belum Menikah,2nd phase - general contingent,2,Tourism,Daytime,Secondary education,130,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Layanan dan Jasa,Konstruksi/Transportasi,123,Iya,Tidak,Tidak,Iya,Laki-laki,Tidak,30,Tidak,0,6,17,2,10,0,0,6,15,3,11,0,7,2,0,Dropout
Belum Menikah,Change of institution/course,1,Journalism and Communication,Daytime,Secondary education,158,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Spesialis IT/Teknisi,Spesialis IT/Teknisi,117,Iya,Tidak,Tidak,Iya,Laki-laki,Tidak,20,Tidak,1,7,7,6,13,0,1,6,7,5,13,0,8,1,3,Dropout
Belum Menikah,1st phase - general contingent,1,Communication Design,Daytime,Secondary education,124,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Belum/Tidak Bekerja,Konstruksi/Transportasi,113,Iya,Tidak,Tidak,Iya,Laki-laki,Tidak,18,Tidak,0,6,0,0,0,0,0,6,0,0,0,0,12,0,1,Dropout
Belum Menikah,1st phase - general contingent,1,Tourism,Daytime,Secondary education,136,Portuguese,Higher Education - Degree,Higher Education - Degree,Spesialis Pendidikan,Spesialis Pendidikan,128,Tidak,Tidak,Tidak,Iya,Laki-laki,Tidak,19,Tidak,0,6,7,6,14,0,0,6,6,6,12,0,8,1,3,Graduate
Belum Menikah,2nd phase - general contingent,3,Nursing,Daytime,Secondary education,142,Portuguese,Higher Education - Degree,Higher Education - Degree,Spesialis IT/Teknisi,Spesialis IT/Teknisi,132,Iya,Tidak,Tidak,Iya,Laki-laki,Tidak,18,Tidak,0,7,8,5,14,0,0,7,9,6,12,0,12,0,1,Dropout
Belum Menikah,Over 23 years old,1,Management,Evening,Secondary education,150,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Manajemen/Administrasi,Spesialis IT/Teknisi,123,Tidak,Tidak,Tidak,Iya,Laki-laki,Tidak,27,Tidak,0,5,8,4,11,0,0,5,9,3,10,0,12,3,-1,Dropout
Belum Menikah,Over 23 years old,1,Journalism and Communication,Daytime,Other - 11th year of schooling,120,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Belum/Tidak Bekerja,Belum/Tidak Bekerja,129,Iya,Tidak,Tidak,Iya,Laki-laki,Tidak,52,Tidak,0,6,7,5,13,0,0,6,6,6,15,0,9,0,-3,Graduate
Sudah Menikah,Change of course,1,Agronomy,Daytime,Secondary education,149,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Manajemen/Administrasi,Layanan dan Jasa,156,Iya,Tidak,Tidak,Tidak,Laki-laki,Tidak,29,Tidak,0,6,6,0,0,0,0,6,8,0,0,0,15,2,-4,Dropout
Belum Menikah,Change of institution/course,1,Agronomy,Daytime,Technological specialization course,130,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Manajemen/Administrasi,Manajemen/Administrasi,120,Iya,Tidak,Iya,Tidak,Laki-laki,Tidak,22,Tidak,0,6,12,3,11,0,0,6,13,2,11,0,8,1,3,Dropout
Belum Menikah,Over 23 years old,1,Advertising and Marketing Management,Daytime,Frequency of higher education,133,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Belum/Tidak Bekerja,Spesialis IT/Teknisi,107,Iya,Tidak,Tidak,Iya,Laki-laki,Tidak,30,Tidak,0,5,5,0,0,0,0,5,5,0,0,0,7,2,0,Dropout
Belum Menikah,1st phase - general contingent,2,Nursing,Daytime,Secondary education,134,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Layanan dan Jasa,Spesialis IT/Teknisi,128,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,18,Tidak,0,7,7,7,13,0,0,8,9,8,13,0,16,0,0,Graduate
Belum Menikah,1st phase - general contingent,2,Advertising and Marketing Management,Daytime,Secondary education,130,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Layanan dan Jasa,Layanan dan Jasa,123,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,21,Tidak,0,5,5,4,11,0,0,5,5,3,13,0,9,0,-3,Graduate
Belum Menikah,1st phase - general contingent,1,Communication Design,Daytime,Secondary education,141,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Belum/Tidak Bekerja,Belum/Tidak Bekerja,126,Iya,Tidak,Iya,Iya,Perempuan,Iya,20,Tidak,0,6,9,6,13,0,0,6,10,6,14,0,12,3,-1,Graduate
Belum Menikah,Transfer,1,Nursing,Daytime,Secondary education,123,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Spesialis IT/Teknisi,Spesialis IT/Teknisi,123,Iya,Tidak,Tidak,Iya,Perempuan,Iya,21,Tidak,0,8,8,8,13,0,0,8,8,8,13,0,9,0,-3,Graduate
Sudah Menikah,Over 23 years old,1,Management,Evening,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Konstruksi/Transportasi,Belum/Tidak Bekerja,137,Tidak,Tidak,Iya,Tidak,Perempuan,Tidak,32,Tidak,0,5,5,0,0,0,0,5,6,0,0,0,10,1,1,Dropout
Belum Menikah,1st phase - general contingent,3,Communication Design,Daytime,Secondary education,122,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Belum/Tidak Bekerja,Belum/Tidak Bekerja,125,Iya,Tidak,Tidak,Iya,Laki-laki,Iya,20,Tidak,0,6,6,6,15,0,0,6,7,6,12,0,12,0,1,Graduate
Belum Menikah,1st phase - general contingent,4,Animation and Multimedia Design,Daytime,Secondary education,132,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Manajemen/Administrasi,Layanan dan Jasa,138,Iya,Tidak,Iya,Tidak,Laki-laki,Tidak,19,Tidak,0,0,0,0,0,0,0,0,0,0,0,0,15,2,-4,Dropout
Belum Menikah,International student (bachelor),1,Advertising and Marketing Management,Daytime,Secondary education,133,Brazilian,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Belum/Tidak Bekerja,Layanan dan Jasa,128,Tidak,Tidak,Iya,Tidak,Laki-laki,Tidak,18,Iya,0,6,6,4,11,0,0,6,7,3,12,0,8,1,3,Dropout
Belum Menikah,1st phase - general contingent,1,Tourism,Daytime,Secondary education,111,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Spesialis IT/Teknisi,Spesialis IT/Teknisi,112,Iya,Tidak,Tidak,Iya,Laki-laki,Tidak,20,Tidak,0,6,10,6,12,0,0,6,9,4,13,0,12,0,1,Graduate
Sudah Menikah,Change of course,2,Management,Daytime,Secondary education,133,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Belum/Tidak Bekerja,Belum/Tidak Bekerja,109,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,46,Tidak,4,9,18,8,11,2,0,5,11,5,11,0,9,0,-3,Graduate
Belum Menikah,2nd phase - general contingent,1,Agronomy,Daytime,Secondary education,125,Portuguese,Higher Education - Degree,Higher Education - Degree,Spesialis Pendidikan,Spesialis Pendidikan,100,Tidak,Tidak,Tidak,Iya,Laki-laki,Tidak,27,Tidak,16,18,19,18,12,0,9,12,15,12,12,0,15,2,-4,Graduate
Sudah Menikah,Change of course,3,Social Service (evening attendance),Evening,Basic education 3rd cycle (9th/10th/11th year) or equiv.,100,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Belum/Tidak Bekerja,Belum/Tidak Bekerja,120,Iya,Tidak,Tidak,Iya,Laki-laki,Tidak,41,Tidak,5,9,11,9,12,0,3,7,8,6,12,0,9,0,-3,Graduate
Sudah Menikah,Technological specialization diploma holders,1,Social Service (evening attendance),Evening,Technological specialization course,150,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Layanan dan Jasa,Layanan dan Jasa,154,Tidak,Tidak,Tidak,Iya,Laki-laki,Tidak,37,Tidak,12,16,17,16,14,0,6,11,14,10,13,0,12,0,1,Graduate
Belum Menikah,Holders of other higher courses,1,Management,Evening,Higher education - degree (1st cycle),133,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Manajemen/Administrasi,Direktur/Manager,100,Tidak,Tidak,Tidak,Iya,Perempuan,Tidak,26,Tidak,8,9,11,9,12,0,4,7,7,7,12,0,12,0,1,Graduate
Sudah Menikah,Over 23 years old,1,Social Service (evening attendance),Evening,Secondary education,133,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Belum/Tidak Bekerja,Konstruksi/Transportasi,162,Tidak,Tidak,Tidak,Iya,Laki-laki,Tidak,54,Tidak,4,9,9,9,14,0,2,7,7,7,13,0,8,1,3,Graduate
Belum Menikah,2nd phase - general contingent,5,Advertising and Marketing Management,Daytime,Secondary education,132,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Layanan dan Jasa,Layanan dan Jasa,134,Iya,Tidak,Tidak,Iya,Laki-laki,Tidak,21,Tidak,0,6,6,6,15,0,0,6,9,6,14,0,10,1,1,Graduate
Belum Menikah,1st phase - general contingent,1,Veterinary Nursing,Daytime,Secondary education,134,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Belum/Tidak Bekerja,Belum/Tidak Bekerja,133,Iya,Tidak,Tidak,Iya,Perempuan,Iya,20,Tidak,0,6,8,6,15,0,0,6,8,6,15,0,11,0,2,Graduate
Belum Menikah,2nd phase - general contingent,6,Journalism and Communication,Daytime,Secondary education,126,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Layanan dan Jasa,Layanan dan Jasa,119,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,18,Tidak,0,6,0,0,0,0,0,6,0,0,0,0,12,0,1,Dropout
Belum Menikah,1st phase - general contingent,2,Social Service,Daytime,Secondary education,129,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Manajemen/Administrasi,Tentara,129,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,18,Tidak,0,6,7,6,12,0,0,6,7,6,12,0,9,0,-3,Graduate
Belum Menikah,Technological specialization diploma holders,1,Veterinary Nursing,Daytime,Technological specialization course,140,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Manajemen/Administrasi,Konstruksi/Transportasi,140,Iya,Tidak,Iya,Iya,Perempuan,Tidak,22,Tidak,2,6,9,6,12,0,1,6,12,3,12,0,13,0,0,Dropout
Belum Menikah,Change of course,1,Veterinary Nursing,Daytime,Secondary education,162,Portuguese,Higher Education - Bachelor's Degree,Secondary Education - 12th Year of Schooling or Eq.,Manajemen/Administrasi,Manajemen/Administrasi,162,Tidak,Tidak,Tidak,Iya,Perempuan,Tidak,19,Tidak,0,6,7,6,15,0,0,6,8,6,15,0,12,0,1,Graduate
Belum Menikah,2nd phase - general contingent,3,Journalism and Communication,Daytime,Secondary education,123,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Layanan dan Jasa,Layanan dan Jasa,117,Iya,Tidak,Tidak,Iya,Perempuan,Iya,18,Tidak,0,6,6,6,12,0,0,6,6,6,13,0,16,0,0,Graduate
Belum Menikah,2nd phase - general contingent,1,Journalism and Communication,Daytime,Secondary education,150,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Konstruksi/Transportasi,Konstruksi/Transportasi,137,Iya,Tidak,Tidak,Iya,Perempuan,Iya,18,Tidak,0,6,6,6,15,0,0,6,6,6,15,0,8,1,3,Graduate
Belum Menikah,2nd phase - general contingent,1,Advertising and Marketing Management,Daytime,Secondary education,113,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Layanan dan Jasa,Manajemen/Administrasi,106,Iya,Tidak,Iya,Iya,Perempuan,Tidak,20,Tidak,0,6,10,2,11,0,0,6,10,4,10,0,15,2,-4,Dropout
Belum Menikah,1st phase - general contingent,1,Nursing,Daytime,Secondary education,152,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Spesialis IT/Teknisi,Spesialis IT/Teknisi,156,Tidak,Tidak,Tidak,Iya,Perempuan,Iya,18,Tidak,0,7,10,7,14,0,0,8,8,8,14,0,15,2,-4,Graduate
Belum Menikah,1st phase - general contingent,2,Journalism and Communication,Daytime,Secondary education,130,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Unknown,Belum/Tidak Bekerja,Belum/Tidak Bekerja,124,Iya,Tidak,Tidak,Iya,Perempuan,Iya,20,Tidak,0,6,7,5,12,0,0,6,6,6,12,0,12,0,1,Graduate
Belum Menikah,1st phase - general contingent,1,Social Service,Daytime,Secondary education,121,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Direktur/Manager,Direktur/Manager,115,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,19,Tidak,0,6,10,6,10,0,0,6,7,6,12,0,11,0,2,Graduate
Belum Menikah,1st phase - general contingent,1,Communication Design,Daytime,Secondary education,153,Portuguese,Higher Education - Degree,Higher Education - Degree,Direktur/Manager,Spesialis Pendidikan,146,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,18,Tidak,0,6,6,6,13,0,0,6,6,5,14,0,12,3,-1,Graduate
Belum Menikah,1st phase - general contingent,1,Nursing,Daytime,Secondary education,148,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Manajemen/Administrasi,Layanan dan Jasa,132,Tidak,Tidak,Tidak,Iya,Perempuan,Tidak,18,Tidak,0,8,8,7,14,0,0,8,8,7,14,0,10,1,1,Graduate
Belum Menikah,1st phase - special contingent (Azores Island),3,Veterinary Nursing,Daytime,Secondary education,143,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Belum/Tidak Bekerja,Belum/Tidak Bekerja,159,Tidak,Tidak,Iya,Iya,Perempuan,Iya,18,Tidak,0,5,5,5,14,0,0,5,5,5,14,0,7,2,0,Dropout
Belum Menikah,2nd phase - general contingent,3,Animation and Multimedia Design,Daytime,Secondary education,147,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Layanan dan Jasa,Manajemen/Administrasi,137,Iya,Tidak,Tidak,Iya,Perempuan,Iya,20,Tidak,0,0,0,0,0,0,0,0,0,0,0,0,12,3,-1,Graduate
Belum Menikah,2nd phase - general contingent,1,Journalism and Communication,Daytime,Secondary education,138,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Belum/Tidak Bekerja,Belum/Tidak Bekerja,124,Tidak,Tidak,Tidak,Iya,Perempuan,Iya,19,Tidak,0,6,6,6,13,0,0,6,6,6,13,0,11,0,2,Graduate
Belum Menikah,Over 23 years old,1,Nursing,Daytime,Secondary education,120,Portuguese,Higher Education - Degree,Higher Education - Degree,Spesialis Pendidikan,Spesialis Pendidikan,149,Tidak,Tidak,Tidak,Tidak,Laki-laki,Tidak,36,Tidak,0,6,15,2,11,0,0,7,9,0,0,0,15,2,-4,Dropout
Belum Menikah,2nd phase - general contingent,1,Social Service,Daytime,Secondary education,145,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Higher Education - Degree (1st Cycle),Belum/Tidak Bekerja,Spesialis Pendidikan,129,Tidak,Tidak,Tidak,Iya,Perempuan,Iya,19,Tidak,0,6,7,6,11,0,0,6,7,6,12,0,11,0,2,Graduate
Belum Menikah,2nd phase - general contingent,3,Social Service,Daytime,Secondary education,118,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Spesialis Pendidikan,Layanan dan Jasa,110,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,18,Tidak,0,6,6,6,12,0,0,6,6,5,13,0,8,1,3,Graduate
Belum Menikah,1st phase - general contingent,3,Journalism and Communication,Daytime,Secondary education,121,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Spesialis IT/Teknisi,Spesialis IT/Teknisi,116,Tidak,Tidak,Tidak,Iya,Perempuan,Iya,18,Tidak,0,6,6,6,13,0,0,6,6,6,12,0,12,0,1,Graduate
Belum Menikah,1st phase - general contingent,3,Journalism and Communication,Daytime,Secondary education,135,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Layanan dan Jasa,Spesialis IT/Teknisi,133,Iya,Tidak,Tidak,Iya,Perempuan,Iya,18,Tidak,0,6,6,6,14,0,0,6,6,6,14,0,8,1,3,Graduate
Belum Menikah,Technological specialization diploma holders,1,Communication Design,Daytime,Secondary education,140,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Belum/Tidak Bekerja,Spesialis IT/Teknisi,144,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,19,Tidak,2,7,7,7,13,0,5,9,9,9,13,0,12,0,1,Graduate
Belum Menikah,3rd phase - general contingent,3,Nursing,Daytime,Secondary education,145,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Manajemen/Administrasi,Spesialis IT/Teknisi,133,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,18,Tidak,0,7,8,7,13,0,0,8,8,8,12,0,11,0,2,Graduate
Belum Menikah,1st phase - general contingent,1,Equinculture,Daytime,Secondary education,133,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Belum/Tidak Bekerja,Belum/Tidak Bekerja,123,Iya,Tidak,Tidak,Iya,Perempuan,Iya,19,Tidak,0,6,8,6,13,0,0,6,7,6,13,0,8,1,3,Graduate
Belum Menikah,1st phase - general contingent,2,Social Service,Daytime,Secondary education,117,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Belum/Tidak Bekerja,Spesialis IT/Teknisi,110,Iya,Tidak,Iya,Tidak,Perempuan,Tidak,18,Tidak,0,6,0,0,0,0,0,6,0,0,0,0,11,0,2,Dropout
Belum Menikah,2nd phase - general contingent,4,Management,Daytime,Secondary education,125,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Layanan dan Jasa,Layanan dan Jasa,118,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,19,Tidak,0,5,7,5,13,0,0,5,6,5,12,0,8,1,3,Graduate
Belum Menikah,1st phase - general contingent,1,Journalism and Communication,Daytime,Secondary education,141,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Belum/Tidak Bekerja,Belum/Tidak Bekerja,128,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,18,Tidak,0,6,6,6,15,0,0,6,6,6,14,0,11,0,2,Graduate
Belum Menikah,1st phase - general contingent,3,Basic Education,Daytime,Secondary education,122,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Higher Education - Degree,Layanan dan Jasa,Spesialis IT/Teknisi,113,Tidak,Tidak,Tidak,Iya,Perempuan,Tidak,19,Tidak,0,7,7,7,13,0,0,7,7,7,14,0,11,0,2,Graduate
Belum Menikah,2nd phase - general contingent,3,Communication Design,Daytime,Secondary education,142,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Spesialis IT/Teknisi,Layanan dan Jasa,146,Iya,Tidak,Tidak,Iya,Perempuan,Iya,18,Tidak,0,6,6,6,13,0,0,6,6,6,12,0,16,0,0,Graduate
Belum Menikah,1st phase - general contingent,4,Journalism and Communication,Daytime,Secondary education,143,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Higher Education - Degree,Manajemen/Administrasi,Konstruksi/Transportasi,129,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,20,Tidak,0,4,4,0,0,0,0,6,0,0,0,0,8,1,3,Dropout
Belum Menikah,1st phase - general contingent,1,Social Service,Daytime,Secondary education,115,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Belum/Tidak Bekerja,Manajemen/Administrasi,109,Iya,Tidak,Iya,Tidak,Perempuan,Iya,22,Tidak,0,6,0,0,0,0,0,6,0,0,0,0,12,0,1,Dropout
Belum Menikah,2nd phase - general contingent,2,Basic Education,Daytime,Secondary education,112,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Layanan dan Jasa,Konstruksi/Transportasi,107,Iya,Tidak,Tidak,Iya,Perempuan,Iya,18,Tidak,0,7,8,7,12,0,0,7,9,6,13,0,11,0,2,Graduate
Belum Menikah,2nd phase - general contingent,1,Nursing,Daytime,Secondary education,135,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Belum/Tidak Bekerja,Belum/Tidak Bekerja,129,Tidak,Tidak,Tidak,Iya,Perempuan,Iya,18,Tidak,0,7,7,7,14,0,0,8,9,8,13,0,11,0,2,Graduate
Belum Menikah,1st phase - general contingent,1,Nursing,Daytime,Secondary education,162,Portuguese,Higher Education - Degree,Higher Education - Master's,Spesialis IT/Teknisi,Spesialis IT/Teknisi,154,Tidak,Tidak,Tidak,Iya,Perempuan,Tidak,18,Tidak,0,7,7,7,14,0,0,8,9,8,14,0,11,0,2,Graduate
